family_id,title,description,category_level_1,category_level_2,product_type,sport,available_colors,available_sizes,available_materials,available_features,price_min,price_max,primary_product_id,thumbnail_image,tags,search_text,available_fits
F000277,Terra Vale II SS Tee,"You'll never want to take off this comfort fitting, lightweight, durable tee made that features advanced moisture-wicking technology.",,Men's,,,"[""Green"", ""Blue""]","[""OS""]",[],"[""Lightweight"", ""Moisture Wicking""]",23.99,23.99,terra-vale-ii-ss-tee-am0404-328,,"[""Men's"", ""Lightweight"", ""Moisture Wicking""]","Terra Vale II SS Tee

Brand: Columbia Sportswear
Category: Men's

You'll never want to take off this comfort fitting, lightweight, durable tee made that features advanced moisture-wicking technology.

Features:
Lightweight
Moisture Wicking

Tags:
Men's
Lightweight
Moisture Wicking",[]
F000278,Basin Trail Fleece Full Zip,"CLASSIC COMFORT A soft, smooth fleece jacket complete with zippered hand pockets for your small essentials. Active fit Zippered hand pockets Center Back Length: 28.5"" Imported",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Blue"", ""Grey"", ""Olive""]","[""OS""]","[""Fleece""]",[],41.99,41.99,basin-trail-fleece-full-zip-am0233-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0233-464_1.jpg?v=1743234366,"[""Columbia"", ""Fleece"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Jackets and Vest"", ""Men"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking""]","Basin Trail Fleece Full Zip

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

CLASSIC COMFORT A soft, smooth fleece jacket complete with zippered hand pockets for your small essentials. Active fit Zippered hand pockets Center Back Length: 28.5"" Imported

Materials:
Fleece

Tags:
Columbia
Fleece
Hiking and Trekking
Hiking Trekking
Jackets and Vest
Men
Apparel
Men's
Sportswear
Hiking",[]
F000279,Trinity Trail 2.0 Graphic Short Sleeve,"Whether you’re running an ultra or your first 5K, this Columbia-Montrail tech tee will wick sweat to keep you feeling light every step of the way. SUN-UP TO SUN-DOWN UPF 15 protects you from the sun’s rays, while reflective details boost visibility in low light.",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""White"", ""Grey""]","[""OS""]","[""DOWN""]","[""Sun Protection"", ""Reflective""]",23.99,23.99,9895734706455,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0688-403_1.jpg?v=1743237726,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""DOWN"", ""Sun Protection"", ""Reflective""]","Trinity Trail 2.0 Graphic Short Sleeve

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Whether you’re running an ultra or your first 5K, this Columbia-Montrail tech tee will wick sweat to keep you feeling light every step of the way. SUN-UP TO SUN-DOWN UPF 15 protects you from the sun’s rays, while reflective details boost visibility in low light.

Materials:
DOWN

Features:
Sun Protection
Reflective

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
DOWN
Sun Protection
Reflective",[]
F000280,Titan Ultra II Short,"JOGGING SHORT With built-in compression briefs for a secure fit and a security pocket for small items, these running shorts are ready to hit the road. KEEP COOL Our sweat-activated cooling technology keeps you comfortable all run long, and ultra-wicking material moves sweat away fast. UPF 40 blocks the sun.",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Blue""]","[""OS""]",[],"[""Sun Protection"", ""Cooling"", ""UPF 40""]",47.99,47.99,9895734739223,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0693-010_1.jpg?v=1743237725,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Sun Protection"", ""Cooling"", ""UPF 40""]","Titan Ultra II Short

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

JOGGING SHORT With built-in compression briefs for a secure fit and a security pocket for small items, these running shorts are ready to hit the road. KEEP COOL Our sweat-activated cooling technology keeps you comfortable all run long, and ultra-wicking material moves sweat away fast. UPF 40 blocks the sun.

Features:
Sun Protection
Cooling
UPF 40

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants and Shorts
Shorts and Capris
Apparel
Men's
Sportswear
Hiking
Sun Protection
Cooling
UPF 40",[]
F000281,Terra Vale Tee,"Worn at home or on the trail, this soft-yet-durable tee makes a bold statement about taking on each day.",Apparel,Men's,Sportswear,Hiking,"[""Green"", ""Blue"", ""White""]","[""OS""]",[],[],29.99,29.99,9895734968599,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0737-316_1.jpg?v=1743237722,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking""]","Terra Vale Tee

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Worn at home or on the trail, this soft-yet-durable tee makes a bold statement about taking on each day.

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking",[]
F000282,Rapid Expedition Pant,STRETCHY &amp; FUZZY These cozy microfleece pants have a drawcord-adjustable waistband along with hand pockets and a zippered back pocket. Elastic at waist Drawcord adjustable waist Hand pockets Zippered back pocket Uses: Hiking Imported,Apparel,Men's,Sportswear,Winter Sports,"[""Grey"", ""Blue"", ""Black""]","[""OS""]",[],[],33.99,41.99,9895735034135,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0782-023_1.jpg?v=1743237720,"[""Columbia"", ""Men"", ""Pants and Shorts"", ""Warm Pants"", ""Winter Sports"", ""Apparel"", ""Men's"", ""Sportswear""]","Rapid Expedition Pant

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Winter Sports

STRETCHY &amp; FUZZY These cozy microfleece pants have a drawcord-adjustable waistband along with hand pockets and a zippered back pocket. Elastic at waist Drawcord adjustable waist Hand pockets Zippered back pocket Uses: Hiking Imported

Tags:
Columbia
Men
Pants and Shorts
Warm Pants
Winter Sports
Apparel
Men's
Sportswear",[]
F000283,F.K.T. II Short Sleeve Shirt,"Keep your cool in the men’s F.K.T. Short Sleeve Shirt. Packed with all our cooling technologies including our new sun-deflecting technology – proven to reduce the surface temperature of the material so you feel cooler. This product is crafted of our latest innovative fabric - Omni Shade™ Sun Deflector with UPF 50 sun protection. Those little sun-deflecting dots you see are specially designed to deflect sunlight away from the body so you feel cooler and stay protected. The dots reflect the sun's rays so well that the fabric will shimmer in any light. The stronger the light, the harder it’s working. And the soft, stretchy woven material feels amazing next to your skin while staying light and cool to the touch.",Apparel,Men's,Sportswear,Hiking,"[""Grey"", ""Blue""]","[""OS""]",[],"[""Sun Protection"", ""Cooling"", ""UPF 50""]",71.99,71.99,9895734870295,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM0694-031_1.jpg?v=1743237724,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Sun Protection"", ""Cooling"", ""UPF 50""]","F.K.T. II Short Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Keep your cool in the men’s F.K.T. Short Sleeve Shirt. Packed with all our cooling technologies including our new sun-deflecting technology – proven to reduce the surface temperature of the material so you feel cooler. This product is crafted of our latest innovative fabric - Omni Shade™ Sun Deflector with UPF 50 sun protection. Those little sun-deflecting dots you see are specially designed to deflect sunlight away from the body so you feel cooler and stay protected. The dots reflect the sun's rays so well that the fabric will shimmer in any light. The stronger the light, the harder it’s working. And the soft, stretchy woven material feels amazing next to your skin while staying light and cool to the touch.

Features:
Sun Protection
Cooling
UPF 50

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Sun Protection
Cooling
UPF 50",[]
F000284,Tech Trail Hiker,"TREK TO WATER This cushioned hiking sandal has a durable outsole for tough traction, wet or dry. Adjustable suede and synthetic leather straps ensure a perfect fit. Suede and synthetic leather with two hook and loop closure straps for adjustable fit Techlite+™ delivers responsive cushioning and stability, without sacri",,Men's,,Hiking,"[""Blue"", ""Black""]","[""OS""]","[""Suede"", ""Leather""]","[""Sun Protection""]",71.99,71.99,tech-trail-hiker-am0673-478,,"[""Men's"", ""Hiking"", ""Suede"", ""Leather"", ""Sun Protection""]","Tech Trail Hiker

Brand: Columbia Sportswear
Category: Men's
Sport: Hiking

TREK TO WATER This cushioned hiking sandal has a durable outsole for tough traction, wet or dry. Adjustable suede and synthetic leather straps ensure a perfect fit. Suede and synthetic leather with two hook and loop closure straps for adjustable fit Techlite+™ delivers responsive cushioning and stability, without sacri

Materials:
Suede
Leather

Features:
Sun Protection

Tags:
Men's
Hiking
Suede
Leather
Sun Protection","[""Adjustable Fit""]"
F000285,Timber Trek Graphic Short Sleeve Shirt,"This lightweight shirt is constructed with comfort stretch fabric, made to be your go-to basic workout tee. Whether you’re on the trail or at the gym, our Omni-Wick technology keeps you dry while you sweat.",Apparel,Men's,,,"[""Black"", ""Red""]","[""OS""]",[],"[""Lightweight"", ""Stretch"", ""Omni-Wick""]",29.99,29.99,timber-trek-graphic-short-sleeve-shirt-am0675-019,,"[""Apparel"", ""Men's"", ""Lightweight"", ""Stretch"", ""Omni-Wick""]","Timber Trek Graphic Short Sleeve Shirt

Brand: Columbia Sportswear
Category: Apparel > Men's

This lightweight shirt is constructed with comfort stretch fabric, made to be your go-to basic workout tee. Whether you’re on the trail or at the gym, our Omni-Wick technology keeps you dry while you sweat.

Features:
Lightweight
Stretch
Omni-Wick

Tags:
Apparel
Men's
Lightweight
Stretch
Omni-Wick",[]
F000286,Chiller Short Sleeve Shirt,"The coolest-wearing training tee we make, this ultralight, ventilated men’s long sleeve battles the heat by combining our industry-leading cooling technology with big inserts of sweat-wicking mesh, which promotes maximum airflow and amplifies the effects of the cooling technology. Reflective detailing keeps you safe and visible in low-light conditions.",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""White""]","[""OS""]","[""Mesh""]","[""Cooling"", ""Reflective"", ""Omni-Freeze""]",18.99,23.99,9895735623959,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1132-438_1.jpg?v=1743237710,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Columbia Sale"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Mesh"", ""Cooling"", ""Reflective"", ""Omni-Freeze""]","Chiller Short Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

The coolest-wearing training tee we make, this ultralight, ventilated men’s long sleeve battles the heat by combining our industry-leading cooling technology with big inserts of sweat-wicking mesh, which promotes maximum airflow and amplifies the effects of the cooling technology. Reflective detailing keeps you safe and visible in low-light conditions.

Materials:
Mesh

Features:
Cooling
Reflective
Omni-Freeze

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Columbia Sale
Apparel
Men's
Sportswear
Hiking
Mesh
Cooling
Reflective
Omni-Freeze",[]
F000287,Hot Dots III Full Zip Fleece,"Hot Dots, that’s sometimes what we call the Omni-Heat thermal reflectors that line the inside of this super-warm, 280g Thermarator fleece jacket with a Trail Grinder Twill outer surface. For those who like it hot. And for those who like dots!",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Grey"", ""Navy Blue""]","[""OS""]","[""Fleece""]","[""Omni-Heat"", ""Reflective""]",52.99,65.99,9895735656727,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1140-003_1.jpg?v=1743237710,"[""Columbia"", ""Fleece"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Jackets and Vest"", ""Men"", ""Columbia Sale"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Heat"", ""Reflective""]","Hot Dots III Full Zip Fleece

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Hot Dots, that’s sometimes what we call the Omni-Heat thermal reflectors that line the inside of this super-warm, 280g Thermarator fleece jacket with a Trail Grinder Twill outer surface. For those who like it hot. And for those who like dots!

Materials:
Fleece

Features:
Omni-Heat
Reflective

Tags:
Columbia
Fleece
Hiking and Trekking
Hiking Trekking
Jackets and Vest
Men
Columbia Sale
Apparel
Men's
Sportswear
Hiking
Omni-Heat
Reflective",[]
F000288,Trail Flash Tight,"With reflective detailing up the calf and on part of the shin, this sweat-wicking running tight is perfect when road running at night. These comfort-stretch runners also feature a zippered security pocket and leg zippers for extended opening.",Apparel,Men's,Sportswear,Hiking,"[""Black""]","[""OS""]",[],"[""Reflective"", ""Stretch""]",41.99,41.99,9895735886103,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1159-010_1.jpg?v=1743237705,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants"", ""Pants and Shorts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Reflective"", ""Stretch""]","Trail Flash Tight

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

With reflective detailing up the calf and on part of the shin, this sweat-wicking running tight is perfect when road running at night. These comfort-stretch runners also feature a zippered security pocket and leg zippers for extended opening.

Features:
Reflective
Stretch

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants
Pants and Shorts
Apparel
Men's
Sportswear
Hiking
Reflective
Stretch",[]
F000289,Omni-Wick Pilsner Peak II Shirt,"A fine-tuned, modern fit in washed-out earth tones lends subdued style to this technical men’s button up, featuring the venting and sun protection you need for the trail. The sleeves roll up and fasten, allowing you to adapt to the conditions, and sweat-wicking technology pulls moisture away from your skin to keep you dry over long miles.",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""Grey""]","[""OS""]",[],"[""Omni-Wick"", ""Sun Protection""]",37.99,47.99,9895736181015,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1279-413_1.jpg?v=1743237697,"[""Columbia"", ""Columbia Sale"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Long Sleeve Shirts"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Omni-Wick"", ""Sun Protection""]","Omni-Wick Pilsner Peak II Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

A fine-tuned, modern fit in washed-out earth tones lends subdued style to this technical men’s button up, featuring the venting and sun protection you need for the trail. The sleeves roll up and fasten, allowing you to adapt to the conditions, and sweat-wicking technology pulls moisture away from your skin to keep you dry over long miles.

Features:
Omni-Wick
Sun Protection

Tags:
Columbia
Columbia Sale
Hiking and Trekking
Hiking Trekking
Long Sleeve Shirts
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Omni-Wick
Sun Protection","[""Modern Fit""]"
F000290,Trail Dash Running Pant,"Look dashing while dashing in a super comfortable and wicking running pant with leg zippers, zippered pockets and a drawcord adjustable elastic waistband. Reflective detailing only adds to its dashiness!",Apparel,Men's,Sportswear,Hiking,"[""Black""]","[""OS""]",[],"[""Reflective""]",47.99,47.99,9895737000215,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1501-010_2.jpg?v=1743237684,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants"", ""Pants and Shorts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Reflective""]","Trail Dash Running Pant

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Look dashing while dashing in a super comfortable and wicking running pant with leg zippers, zippered pockets and a drawcord adjustable elastic waistband. Reflective detailing only adds to its dashiness!

Features:
Reflective

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants
Pants and Shorts
Apparel
Men's
Sportswear
Hiking
Reflective",[]
F000291,Lost Peak Full Zip Fleece,"A full-zip fleece that delivers everyday versatility and breathable warmth with soft-touch comfort, just-right stretch, and a zippered chest pocket.",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Blue""]","[""OS""]","[""Fleece""]","[""Breathable"", ""Stretch""]",29.99,29.99,9895736869143,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1488-011_1.jpg?v=1743237685,"[""Columbia"", ""Fleece"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Jackets and Vest"", ""Men"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Breathable"", ""Stretch""]","Lost Peak Full Zip Fleece

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

A full-zip fleece that delivers everyday versatility and breathable warmth with soft-touch comfort, just-right stretch, and a zippered chest pocket.

Materials:
Fleece

Features:
Breathable
Stretch

Tags:
Columbia
Fleece
Hiking and Trekking
Hiking Trekking
Jackets and Vest
Men
Apparel
Men's
Sportswear
Hiking
Breathable
Stretch",[]
F000292,Voyager II Long Sleeve Shirt,"ON AND OFF THE WATER Made for comfort and functionality while fishing or just enjoying the outdoors. The Voyager features wicking, sun-shielding fabric. COOLING Mesh-lined back vents let in and out a cooling breeze in the hottest, muggiest weather. SUBTLE UTILITY A rod holder and plenty of low-profile pockets free up your hands, while the sleeves roll-up for versatility. Omni-Shade UPF 40 provides maximum protection for long hours in the sun Omni-Wick technology actively breathes and pulls moisture away from your skin Quick dry Roll-up sleeves with tab holders Antimicrobial treatment protects this product from bacterial growth Mesh-lined vent at center back Rod holder Center Back Length: 30.5"" Uses: Fishing Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas. Thanks to Her This gear was made in a factory supporting BSR’s HERproject™, a multifaceted program that strives to empower women working in global supply chains through health, finance, and gender equality training.",Apparel,Men's,Sportswear,Hiking,"[""Beige""]","[""OS""]","[""Mesh""]","[""Sun Protection"", ""Cooling"", ""Omni-Shade"", ""UPF 40"", ""Omni-Wick"", ""Quick dry""]",47.99,47.99,9895737491735,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1551-160_1.jpg?v=1743237674,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Long Sleeve Shirts"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Mesh"", ""Sun Protection"", ""Cooling"", ""Omni-Shade"", ""UPF 40"", ""Omni-Wick"", ""Quick dry""]","Voyager II Long Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

ON AND OFF THE WATER Made for comfort and functionality while fishing or just enjoying the outdoors. The Voyager features wicking, sun-shielding fabric. COOLING Mesh-lined back vents let in and out a cooling breeze in the hottest, muggiest weather. SUBTLE UTILITY A rod holder and plenty of low-profile pockets free up your hands, while the sleeves roll-up for versatility. Omni-Shade UPF 40 provides maximum protection for long hours in the sun Omni-Wick technology actively breathes and pulls moisture away from your skin Quick dry Roll-up sleeves with tab holders Antimicrobial treatment protects this product from bacterial growth Mesh-lined vent at center back Rod holder Center Back Length: 30.5"" Uses: Fishing Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas. Thanks to Her This gear was made in a factory supporting BSR’s HERproject™, a multifaceted program that strives to empower women working in global supply chains through health, finance, and gender equality training.

Materials:
Mesh

Features:
Sun Protection
Cooling
Omni-Shade
UPF 40
Omni-Wick
Quick dry

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Long Sleeve Shirts
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Mesh
Sun Protection
Cooling
Omni-Shade
UPF 40
Omni-Wick
Quick dry",[]
F000293,Cascades Explorer Short,"Whether you're hiking, canoeing or orienteering, these nylon taffeta quick-dry shorts with advanced repellency and UPF 30 sun protection will optimize your comfort and mobility. Grow to love them in the same way you love your other adventure companions and enjoy the versatility of the cargo style!",Apparel,Men's,Sportswear,Hiking,"[""Beige"", ""Grey""]","[""OS""]","[""Nylon""]","[""Sun Protection"", ""Quick Dry""]",29.99,29.99,9895737622807,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1554-221_1.jpg?v=1743237671,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Pants and Shorts"", ""Shorts and Capris"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Nylon"", ""Sun Protection"", ""Quick Dry""]","Cascades Explorer Short

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Whether you're hiking, canoeing or orienteering, these nylon taffeta quick-dry shorts with advanced repellency and UPF 30 sun protection will optimize your comfort and mobility. Grow to love them in the same way you love your other adventure companions and enjoy the versatility of the cargo style!

Materials:
Nylon

Features:
Sun Protection
Quick Dry

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Pants and Shorts
Shorts and Capris
Apparel
Men's
Sportswear
Hiking
Nylon
Sun Protection
Quick Dry",[]
F000294,Vertical Relief Polo,"In our continuing effort to make great things greater, we’ve imbued this classic polo tee with a little more personality thanks to hints of playful print at the collar and roll-up sleeves, as well as given it a sweat-wicking, sun-shading fabric for even better outdoor comfort and performance.",Apparel,Men's,Sportswear,Hiking,"[""White"", ""Blue""]","[""OS""]",[],[],29.99,29.99,vertical-relief-polo-am1266-125,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1266-425_1.jpg?v=1743237699,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Polo T-Shirts"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking""]","Vertical Relief Polo

Brand: Columbia Sportswear
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

In our continuing effort to make great things greater, we’ve imbued this classic polo tee with a little more personality thanks to hints of playful print at the collar and roll-up sleeves, as well as given it a sweat-wicking, sun-shading fabric for even better outdoor comfort and performance.

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Men
Polo T-Shirts
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking",[]
F000295,Trail Flash Hybrid Jacket,"Be seen and safe when the sun goes down in this woven, flex-stretch hybrid with reflective detailing around the collar and down the sleeves. This jacket also wicks sweat and features Omni-Shield advanced repellency for when the trail gets sloppy.",Apparel,Men's,Sportswear,Hiking,"[""Black"", ""Grey""]","[""OS""]","[""Down""]","[""Stretch"", ""Reflective"", ""Omni-Shield""]",59.99,59.99,trail-flash-hybrid-jacket-am1178-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1178-021_1.jpg?v=1743237702,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Down"", ""Stretch"", ""Reflective"", ""Omni-Shield""]","Trail Flash Hybrid Jacket

Brand: Columbia Sportswear
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Be seen and safe when the sun goes down in this woven, flex-stretch hybrid with reflective detailing around the collar and down the sleeves. This jacket also wicks sweat and features Omni-Shield advanced repellency for when the trail gets sloppy.

Materials:
Down

Features:
Stretch
Reflective
Omni-Shield

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Down
Stretch
Reflective
Omni-Shield",[]
F000296,Steens Mountain Vest,"WARM TO THE CORE This cozy fleece vest is what he needs on chilly days. Add it under his winter coat, or over a long-sleeve for extra warmth. Zippered hand pockets Embroidered logo Center Back Length: 19.5"" Uses: Hiking Imported",Apparel,Men's,Sportswear,Hiking,"[""Blue"", ""Black"", ""Grey""]","[""OS""]","[""Fleece""]",[],28.99,35.99,9895737458967,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1535-464_1.jpg?v=1743237675,"[""Columbia"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Jackets and Vest"", ""Men"", ""Vest"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Fleece""]","Steens Mountain Vest

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

WARM TO THE CORE This cozy fleece vest is what he needs on chilly days. Add it under his winter coat, or over a long-sleeve for extra warmth. Zippered hand pockets Embroidered logo Center Back Length: 19.5"" Uses: Hiking Imported

Materials:
Fleece

Tags:
Columbia
Hiking and Trekking
Hiking Trekking
Jackets and Vest
Men
Vest
Apparel
Men's
Sportswear
Hiking
Fleece",[]
F000297,Tuk Mountain Short Sleeve Shirt,"Featuring ergonomic seams and a sweat-wicking stretch construction, this richly heathered men’s tech tee is built to help you hike a little farther and run a little longer. During long hours under the sun, the Tuk Mountain shields you from harmful UV rays with UPF 50.",Apparel,Men's,Sportswear,Hiking,"[""Grey"", ""Orange"", ""Red"", ""Blue""]","[""OS""]",[],"[""Sun Protection"", ""Stretch"", ""UPF 50""]",29.99,29.99,9895737688343,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1555-053_1.jpg?v=1743237670,"[""Columbia"", ""Crew Neck T-Shirts"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Sun Protection"", ""Stretch"", ""UPF 50""]","Tuk Mountain Short Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Featuring ergonomic seams and a sweat-wicking stretch construction, this richly heathered men’s tech tee is built to help you hike a little farther and run a little longer. During long hours under the sun, the Tuk Mountain shields you from harmful UV rays with UPF 50.

Features:
Sun Protection
Stretch
UPF 50

Tags:
Columbia
Crew Neck T-Shirts
Hiking and Trekking
Hiking Trekking
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Sun Protection
Stretch
UPF 50",[]
F000298,Ridge Blocked Long Sleeve Shirt,"Stay cool and covered on your sun soaked outings with this long sleeve button up that combines ultimate moisture management, rapid evaporation, and UPF 50 sun protection.",Apparel,Men's,Sportswear,Hiking,"[""Grey"", ""White"", ""Blue""]","[""OS""]",[],"[""Sun Protection"", ""UPF 50"", ""Omni-Wick""]",33.99,41.99,silver-ridge-blocked-long-sleeve-shirt-am1283-039,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AM1283-100_1.jpg?v=1743237694,"[""Columbia"", ""Columbia Sale"", ""Hiking and Trekking"", ""Hiking Trekking"", ""Long Sleeve Shirts"", ""Men"", ""Shirts and T-Shirts"", ""Apparel"", ""Men's"", ""Sportswear"", ""Hiking"", ""Sun Protection"", ""UPF 50"", ""Omni-Wick""]","Ridge Blocked Long Sleeve Shirt

Brand: Columbia
Category: Apparel > Men's
Product Type: Sportswear
Sport: Hiking

Stay cool and covered on your sun soaked outings with this long sleeve button up that combines ultimate moisture management, rapid evaporation, and UPF 50 sun protection.

Features:
Sun Protection
UPF 50
Omni-Wick

Tags:
Columbia
Columbia Sale
Hiking and Trekking
Hiking Trekking
Long Sleeve Shirts
Men
Shirts and T-Shirts
Apparel
Men's
Sportswear
Hiking
Sun Protection
UPF 50
Omni-Wick",[]
