product_id,name,brand,price,currency,category_level_1,category_level_2,product_type,sport,availability,description,url,image_url,handle,source,tags,stock_quantity
9.89569E+12,Columbia Men Black Triple Canyon Fall Hiking Pant (Sun Protection),Columbia,76.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"Equipped with repellent technology and UPF 50 sun protection, these hiking trousers will keep you protected, comfortable and dry on every hike. Enjoy the flexibility of a comfort stretch fabric that supports you on the move. You can store all your hiking essentials in the secure zip-closed pocket.",https://www.columbiasportswear.co.in/products/triple-canyon-fall-hiking-pant-ae0054-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0054-010_1.jpg?v=1743238849,triple-canyon-fall-hiking-pant-ae0054-010,columbia_sportswear_india,Columbia; Men; Pants; Pants and Shorts; Winter Sports,166
9.89569E+12,Columbia Unisex Black 6061 Aluminum Grill Trekking Pole,Columbia,65.99,USD,,Men's,Equipment,Hiking,in_stock,,https://www.columbiasportswear.co.in/products/columbia-unisex-black-6061-aluminum-trekking-pole-grill-87390-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/87390-010_1.jpg?v=1743238853,columbia-unisex-black-6061-aluminum-trekking-pole-grill-87390-010,columbia_sportswear_india,Bestseller; Equipment; Hiking and Trekking; Men; Trekking pole; Women,140
9.89569E+12,Columbia Men Grey Triple Canyon Fall Hiking Pant (Sun Protection),Columbia,95.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"Equipped with repellent technology and UPF 50 sun protection, these hiking trousers will keep you protected, comfortable and dry on every hike. Enjoy the flexibility of a comfort stretch fabric that supports you on the move. You can store all your hiking essentials in the secure zip-closed pocket.",https://www.columbiasportswear.co.in/products/triple-canyon-fall-hiking-pant-ae0054-023,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0054-023_1.jpg?v=1743238848,triple-canyon-fall-hiking-pant-ae0054-023,columbia_sportswear_india,Columbia; Men; Pants; Pants and Shorts; Winter Sports,164
9.89569E+12,Columbia Men’s Omni-Wick Black Pique Polo Shirt for Active Comfort,Columbia,47.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"This Columbia polo shirt features advanced Omni-Wick moisture-wicking fabric technology designed to keep you dry and comfortable during high-activity days. Crafted from breathable pique fabric, the shirt offers superior ventilation and a soft texture, making it ideal for casual lifestyle and outdoor activities like hiking and camping. The classic short-sleeve design, combined with a durable construction, ensures that this polo shirt maintains its shape and color through multiple seasons. Its versatile solid black color and clean style easily complement a wide range of outfits, perfect for both lifestyle wear and more rugged environments such as trekking or safari. Lightweight yet resilient, this shirt balances comfort with performance, making it an essential piece for men seeking reliable apparel for everyday adventures. Easy to care for, this polo supports frequent use without compromising fabric integrity, offering lasting wear suited for active individuals.",https://www.columbiasportswear.co.in/products/columbia-mens-black-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0412-010_1.jpg?v=1743238824,columbia-mens-black-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-010,columbia_sportswear_india,Columbia; Hiking and Trekking; Hiking Trekking; Men; Polo T-Shirts; Shirts and T-Shirts,67
9.89569E+12,Columbia Men White Omni-Wick Cove Dome Butte Pique Polo Tshirt,Columbia,47.99,USD,Apparel,Men's,Sportswear,Casual,in_stock,"The classic and versatile short-sleeve polo shirt designed for comfort and style. Made with breathable pique fabric, it delivers a soft feel and moisture-wicking performance, perfect for casual outings or active days. Its clean, solid design and durable construction make it a wardrobe essential for any season.",https://www.columbiasportswear.co.in/products/columbia-mens-white-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-100,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0412-100_1.jpg?v=1743238823,columbia-mens-white-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-100,columbia_sportswear_india,Casual Lifestyle; Columbia; Men; Polo T-Shirts; Shirts and T-Shirts,16
9.89569E+12,Columbia Men's Brown Omni-Shade Flex Roc Pants with Sun Protection,Columbia,56.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"These Columbia men's utility stretch pants feature Omni-Shade™ UPF 50 technology that provides reliable sun protection by blocking harmful UVA and UVB rays. Constructed with a breathable cotton-blend fabric, these pants ensure maximum comfort and moisture management during extended outdoor activities. Designed with multiple pockets including hand pockets, a zip-closed security pocket, and a dedicated knife pocket, they offer convenient storage for essentials on the go. The advanced utility stretch material delivers excellent freedom of movement, making these pants ideal for hiking, trekking, camping, and safari adventures. Columbia’s stretch pants are crafted to balance durability and comfort while being versatile enough for everyday outdoor use and travel. Imported and available in various colors and styles, these pants provide exceptional value for active men seeking protection and practicality in rugged environments.",https://www.columbiasportswear.co.in/products/columbia-mens-brown-flex-roc-pant-ae0183-251,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0183-251_1.jpg?v=1743238847,columbia-mens-brown-flex-roc-pant-ae0183-251,columbia_sportswear_india,Columbia; Columbia Sale; Hiking and Trekking; Hiking Trekking; Men; Pants; Pants and Shorts,102
9.89569E+12,Columbia Men Navy Blue Omni-Shield Triple Canyon Fall Pant,Columbia,80.99,USD,Apparel,Men's,Sportswear,Winter Sports,in_stock,"Equipped with repellent technology and UPF 50 sun protection, these hiking trousers will keep you protected, comfortable and dry on every hike. Enjoy the flexibility of a comfort stretch fabric that supports you on the move. You can store all your hiking essentials in the secure zip-closed pocket.",https://www.columbiasportswear.co.in/products/triple-canyon-fall-hiking-pant-ae0054-464,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0054-464_1.jpg?v=1743238848,triple-canyon-fall-hiking-pant-ae0054-464,columbia_sportswear_india,Columbia; Columbia Sale; Men; Pants; Pants and Shorts; Winter Sports,172
9.89569E+12,Columbia Men's Green Omni-Shade Flex Roc Pants with Sun Protection,Columbia,71.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"These Columbia men's utility stretch pants feature Omni-Shade™ UPF 50 technology that provides reliable sun protection by blocking harmful UVA and UVB rays. Constructed with a breathable cotton-blend fabric, these pants ensure maximum comfort and moisture management during extended outdoor activities. Designed with multiple pockets including hand pockets, a zip-closed security pocket, and a dedicated knife pocket, they offer convenient storage for essentials on the go. The advanced utility stretch material delivers excellent freedom of movement, making these pants ideal for hiking, trekking, camping, and safari adventures. Columbia’s stretch pants are crafted to balance durability and comfort while being versatile enough for everyday outdoor use and travel. Imported and available in various colors and styles, these pants provide exceptional value for active men seeking protection and practicality in rugged environments.",https://www.columbiasportswear.co.in/products/columbia-mens-green-flex-roc-pant-ae0183-327,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0183-327_1.jpg?v=1743238846,columbia-mens-green-flex-roc-pant-ae0183-327,columbia_sportswear_india,Columbia; Hiking and Trekking; Hiking Trekking; Men; Pants; Pants and Shorts,52
9.89569E+12,Columbia Men Brown Omni-Wick Flare Gun Stretch Flannel Shirt,Columbia,53.99,USD,Apparel,Men's,Sportswear,Casual,in_stock,"Columbia Flare Gun Stretch Flannel is the epitome of rugged style and comfort. Made with stretchy fabric for unrestricted movement, this flannel shirt is perfect for outdoor activities or casual wear. Its classic design and durable construction make it a versatile staple for any wardrobe. Whether you're exploring the great outdoors or hanging out with friends, the Flare Gun Stretch Flannel offers timeless style and functionality from Columbia.",https://www.columbiasportswear.co.in/products/columbia-mens-brown-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-260,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0232-260_1.jpg?v=1743238844,columbia-mens-brown-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-260,columbia_sportswear_india,Casual Lifestyle; Columbia; Columbia Sale; Long Sleeve Shirts; Men; Shirts and T-Shirts,144
9.89569E+12,Columbia Men Grey Omni-Heat Reflective Basin Butte Fleece Jacket,Columbia,56.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"CLASSIC COMFORT A soft, smooth fleece jacket complete with zippered hand pockets for your small essentials. Active fit Zippered hand pockets Center Back Length: 28.5"" Imported",https://www.columbiasportswear.co.in/products/columbia-men-grey-basin-butte-fleece-full-zip-ae0241-023,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0241-023_1.jpg?v=1743238842,columbia-men-grey-basin-butte-fleece-full-zip-ae0241-023,columbia_sportswear_india,Columbia; Columbia Sale; Fleece; Hiking and Trekking; Hiking Trekking; Jackets and Vest; Men; Sustainable Products,35
9.89569E+12,Columbia Men’s Black Flare Gun Stretch Flannel Long Sleeve Shirt,Columbia,59.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"This Columbia stretch flannel shirt features a rugged design optimized for outdoor performance and casual lifestyle wear. The long sleeve shirt is crafted from stretchy fabric allowing unrestricted movement during active pursuits. Durable construction ensures the flannel withstands repeated use while maintaining classic style for versatile wardrobe integration. Omni-Wick technology enhances moisture management, keeping you dry and comfortable throughout extended wear. Ideal for men seeking a blend of casual comfort and practical function in hiking, camping, or daily wear. Its black color and streamlined fit deliver a timeless, technical aesthetic that adapts seamlessly across environments.",https://www.columbiasportswear.co.in/products/columbia-mens-black-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-009,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0232-009_1.jpg?v=1743238845,columbia-mens-black-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-009,columbia_sportswear_india,Columbia; Hiking and Trekking; Hiking Trekking; Long Sleeve Shirts; Men; Shirts and T-Shirts,175
9.89569E+12,Columbia Men Green Omni-Wick Flare Gun Stretch Flannel Shirt,Columbia,53.99,USD,Apparel,Men's,Sportswear,Casual,in_stock,"Columbia Flare Gun Stretch Flannel is the epitome of rugged style and comfort. Made with stretchy fabric for unrestricted movement, this flannel shirt is perfect for outdoor activities or casual wear. Its classic design and durable construction make it a versatile staple for any wardrobe. Whether you're exploring the great outdoors or hanging out with friends, the Flare Gun Stretch Flannel offers timeless style and functionality from Columbia.",https://www.columbiasportswear.co.in/products/columbia-mens-green-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-352,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0232-352_1.jpg?v=1743238843,columbia-mens-green-flare-gun-stretch-flannel-long-sleeve-shirt-ae0232-352,columbia_sportswear_india,Casual Lifestyle; Columbia; Columbia Sale; Long Sleeve Shirts; Men; Shirts and T-Shirts,72
9.89569E+12,Columbia Men's Blue Omni-Shade Flex Roc Utility Stretch Pants,Columbia,56.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"These Columbia men's utility stretch pants feature Omni-Shade™ UPF 50 technology that provides reliable sun protection by blocking harmful UVA and UVB rays. Constructed with a breathable cotton-blend fabric, these pants ensure maximum comfort and moisture management during extended outdoor activities. Designed with multiple pockets including hand pockets, a zip-closed security pocket, and a dedicated knife pocket, they offer convenient storage for essentials on the go. The advanced utility stretch material delivers excellent freedom of movement, making these pants ideal for hiking, trekking, camping, and safari adventures. Columbia’s stretch pants are crafted to balance durability and comfort while being versatile enough for everyday outdoor use and travel. Imported and available in various colors and styles, these pants provide exceptional value for active men seeking protection and practicality in rugged environments.",https://www.columbiasportswear.co.in/products/columbia-mens-blue-flex-roc-pant-ae0183-419,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0183-419_1.jpg?v=1743238845,columbia-mens-blue-flex-roc-pant-ae0183-419,columbia_sportswear_india,Columbia; Columbia Sale; Hiking and Trekking; Hiking Trekking; Men; Pants; Pants and Shorts,36
9.89569E+12,Columbia Men Green Omni-Shield Tech Trail Shorts,Columbia,40.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"MORE THAN SHORTS With the look of a presentable, casual-Friday short, but the utility of hiking gear, these are an adventurer's essential. UTILITY UPF 50 sun protection and water repellency prep you for the outdoors, while the slight stretch lets you move freely. Omni-Shield™ advanced repellency Omni-Shade™ UPF 50 sun protection Comfort stretch Zip-closed security pocket Uses: Hiking Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas.",https://www.columbiasportswear.co.in/products/tech-trail-short-ae0291-397,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0291-397_1.jpg?v=1743238838,tech-trail-short-ae0291-397,columbia_sportswear_india,Columbia; Columbia Sale; Hiking and Trekking; Hiking Trekking; Men; Pants and Shorts; Shorts and Capris,103
9.89569E+12,Columbia Men Black Omni-Shield M Titan Pass Pant,Columbia,69.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"KICK SOME TRAIL High-performance, feature-rich pants built for going the extra mile with advanced water-and-stain repellency and built-in UPF 50. SEIZE THE DAY Four-way comfort stretch fabric and waist elastic allow for dynamic movement while zippered cargo and hand pockets stow essentials. Omni-Shield™ advanced repellency Omni-Shade™ UPF 50 sun protection 4-way comfort stretch Zippered hand pockets Integrated belt Security zipper cargo pocket Uses: Hiking Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas. Thanks to Her This gear was made in a factory supporting BSR’s HERproject™, a multifaceted program that strives to empower women working in global supply chains through health, finance, and gender equality training.",https://www.columbiasportswear.co.in/products/m-titan-pass-pant-ae0317-010,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0317-010_1.jpg?v=1743238837,m-titan-pass-pant-ae0317-010,columbia_sportswear_india,Columbia; Columbia Sale; Hiking and Trekking; Hiking Trekking; Men; Pants; Pants and Shorts; Sustainable Products,63
9.89569E+12,Columbia Men Grey Omni-Shield M Titan Pass Pant,Columbia,69.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"KICK SOME TRAIL High-performance, feature-rich pants built for going the extra mile with advanced water-and-stain repellency and built-in UPF 50. SEIZE THE DAY Four-way comfort stretch fabric and waist elastic allow for dynamic movement while zippered cargo and hand pockets stow essentials. Omni-Shield™ advanced repellency Omni-Shade™ UPF 50 sun protection 4-way comfort stretch Zippered hand pockets Integrated belt Security zipper cargo pocket Uses: Hiking Imported Recommended Protection The Skin Cancer Foundation recommends this fabric as an effective UV protectant only for covered areas. Thanks to Her This gear was made in a factory supporting BSR’s HERproject™, a multifaceted program that strives to empower women working in global supply chains through health, finance, and gender equality training.",https://www.columbiasportswear.co.in/products/m-titan-pass-pant-ae0317-023,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0317-023_1.jpg?v=1743238836,m-titan-pass-pant-ae0317-023,columbia_sportswear_india,Columbia; Columbia Sale; Hiking and Trekking; Hiking Trekking; Men; Pants; Pants and Shorts; Sustainable Products,73
9.89569E+12,Columbia Men’s Maroon UPF 50 Logo Crew Fleece Sweatshirt,Columbia,33.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"This Columbia crew fleece sweatshirt features a soft cotton-blend fabric with a plush velvety interior for unmatched comfort during daily wear. Designed with UPF 50 sun protection, this men’s fleece is perfect for outdoor activities like camping and safaris to keep you safe from harmful UV rays. The ribbed cuffs and hem provide a secure fit and enhance durability, making the fleece ideal for casual lifestyle and sportswear use. Center back length measures approximately 29.5 inches, offering a classic fit that pairs well with layered outfits in mild weather. Crafted by Columbia, a renowned brand in outdoor apparel, this fleece crew sweatshirt combines functionality and style for versatile summer use. This imported fleece jacket is lightweight yet warm enough for cooler evenings, making it a dependable choice in your active summer wardrobe.",https://www.columbiasportswear.co.in/products/m-columbia-logo-fleece-crew-ae0358-521,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0358-521_1.jpg?v=1743238826,m-columbia-logo-fleece-crew-ae0358-521,columbia_sportswear_india,Columbia; Columbia Sale; Fleece; Hiking and Trekking; Hiking Trekking; Jackets and Vest; Men,184
9.89569E+12,Columbia Men Navy Blue Omni-Wick Cove Dome Butte Pique Polo Tshirt,Columbia,47.99,USD,Apparel,Men's,Sportswear,Casual,in_stock,"The classic and versatile short-sleeve polo shirt designed for comfort and style. Made with breathable pique fabric, it delivers a soft feel and moisture-wicking performance, perfect for casual outings or active days. Its clean, solid design and durable construction make it a wardrobe essential for any season.",https://www.columbiasportswear.co.in/products/columbia-mens-navy-blue-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-464,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0412-464_1.jpg?v=1743238822,columbia-mens-navy-blue-omni-wick-cove-dome-butte-solid-pique-polo-tshirt-ae0412-464,columbia_sportswear_india,Casual Lifestyle; Columbia; Men; Polo T-Shirts; Shirts and T-Shirts,29
9.89569E+12,Columbia Men Grey Basin Trail III Fleece Jacket,Columbia,42.99,USD,Apparel,Men's,Sportswear,Hiking,in_stock,"Columbia Basin Trail III Full Zip is your ultimate companion for outdoor adventures. Crafted with premium materials and innovative design, this full-zip jacket offers unbeatable comfort, protection, and versatility. Whether you're hiking rugged trails or exploring urban landscapes, its superior breathability and moisture-wicking properties ensure you stay dry and comfortable. With its sleek design and functional features, it's the perfect blend of style and performance for your next adventure.",https://www.columbiasportswear.co.in/products/columbia-mens-grey-basin-trail-iii-full-zip-jacket-ae0560-023,https://cdn.shopify.com/s/files/1/0922/4237/9031/files/AE0560-023_1.jpg?v=1743238821,columbia-mens-grey-basin-trail-iii-full-zip-jacket-ae0560-023,columbia_sportswear_india,Columbia; Fleece; Hiking and Trekking; Hiking Trekking; Jackets and Vest; Men,204
